config,hidden1,hidden2,train_accuracy,test_accuracy,train_loss,test_loss,training_time_s
"A (64,32)",64,32,0.996749997138977,0.9769999980926514,0.010409439913928509,0.10452815890312195,47.51084661483765
"B (128,64)",128,64,0.9969666600227356,0.9781000018119812,0.009564550593495369,0.11290214955806732,50.753851890563965
"C (256,128)",256,128,0.9978500008583069,0.9804999828338623,0.005849950946867466,0.10600607842206955,85.6578733921051
"D (512,256)",512,256,0.9965999722480774,0.9811000227928162,0.014631892554461956,0.11697359383106232,114.58508157730103
"E (128,128)",128,128,0.9958166480064392,0.9789999723434448,0.013805453665554523,0.11810794472694397,63.46782922744751
